,Input,Response
1258,Sie müssen auf die Bibel schwören.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Bibel<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Sie müssen auf die Bibel schwören."",""model"":""UNK"",""editXml"":""Sie müssen auf die Bibel schwören."",""corrected"":""Sie müssen auf die Bibel schwören."",""editOps"":[]}"
1259,Kannst du rohe Austern essen?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Kannst du <u title='Roy || rohe'>rohe<\/u> Austern essen?"",""model"":""UNK"",""editXml"":""Kannst du <DBT TOK='Roy || rohe'>rohe<\/DBT> Austern essen?"",""corrected"":""Kannst du rohe Austern essen?"",""editOps"":[{""LTID"":"""",""beg"":10,""kind"":""DBT"",""alt"":""Roy || rohe"",""text"":""rohe""}]}"
1260,Sie scheinen ein ehrlicher Mann zu sein.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Sie scheinen ein ehrlicher Mann zu sein."",""model"":""UNK"",""editXml"":""Sie scheinen ein ehrlicher Mann zu sein."",""corrected"":""Sie scheinen ein ehrlicher Mann zu sein."",""editOps"":[]}"
1261,Interessierst du dich für Politik?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Interessierst du dich für Politik?"",""model"":""UNK"",""editXml"":""Interessierst du dich für Politik?"",""corrected"":""Interessierst du dich für Politik?"",""editOps"":[]}"
1262,Du darfst dein Lebensziel nicht aus den Augen verlieren.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du darfst dein Lebensziel nicht aus den Augen verlieren."",""model"":""UNK"",""editXml"":""Du darfst dein Lebensziel nicht aus den Augen verlieren."",""corrected"":""Du darfst dein Lebensziel nicht aus den Augen verlieren."",""editOps"":[]}"
1263,Glaubst du an Gott?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Glaubst du an Gott?"",""model"":""UNK"",""editXml"":""Glaubst du an Gott?"",""corrected"":""Glaubst du an Gott?"",""editOps"":[]}"
1264,"Es wird Zeit, dass du ein neues Auto kaufst.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es wird Zeit, dass du ein neues Auto kaufst."",""model"":""UNK"",""editXml"":""Es wird Zeit, dass du ein neues Auto kaufst."",""corrected"":""Es wird Zeit, dass du ein neues Auto kaufst."",""editOps"":[]}"
1265,Du kannst dich auf ihn verlassen. Er lässt dich niemals hängen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du kannst dich auf ihn verlassen. Er lässt dich niemals hängen."",""model"":""UNK"",""editXml"":""Du kannst dich auf ihn verlassen. Er lässt dich niemals hängen."",""corrected"":""Du kannst dich auf ihn verlassen. Er lässt dich niemals hängen."",""editOps"":[]}"
1266,"Ich denke, du machst besser eine Diät.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich denke, du machst besser eine Diät."",""model"":""UNK"",""editXml"":""Ich denke, du machst besser eine Diät."",""corrected"":""Ich denke, du machst besser eine Diät."",""editOps"":[]}"
1267,Du solltest lieber nicht zu viel essen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du solltest lieber nicht zu viel essen."",""model"":""UNK"",""editXml"":""Du solltest lieber nicht zu viel essen."",""corrected"":""Du solltest lieber nicht zu viel essen."",""editOps"":[]}"
1268,Du bist vom Weg abgekommen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du bist vom Weg abgekommen."",""model"":""UNK"",""editXml"":""Du bist vom Weg abgekommen."",""corrected"":""Du bist vom Weg abgekommen."",""editOps"":[]}"
1269,Du hättest besser eine kleine Pause gemacht.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du hättest besser eine kleine Pause gemacht."",""model"":""UNK"",""editXml"":""Du hättest besser eine kleine Pause gemacht."",""corrected"":""Du hättest besser eine kleine Pause gemacht."",""editOps"":[]}"
1270,Du würdest besser eine kleine Pause machen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du würdest besser eine kleine Pause machen."",""model"":""UNK"",""editXml"":""Du würdest besser eine kleine Pause machen."",""corrected"":""Du würdest besser eine kleine Pause machen."",""editOps"":[]}"
1271,Ihr solltet besser eine kleine Pause einlegen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ihr solltet besser eine kleine Pause einlegen."",""model"":""UNK"",""editXml"":""Ihr solltet besser eine kleine Pause einlegen."",""corrected"":""Ihr solltet besser eine kleine Pause einlegen."",""editOps"":[]}"
1272,Du hättest nicht so viel Geld für dein Hobby ausgeben sollen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du hättest nicht so viel Geld für dein Hobby ausgeben sollen."",""model"":""UNK"",""editXml"":""Du hättest nicht so viel Geld für dein Hobby ausgeben sollen."",""corrected"":""Du hättest nicht so viel Geld für dein Hobby ausgeben sollen."",""editOps"":[]}"
1273,Du hättest nicht so viel Geld auf deinen Freizeitspaß verwenden sollen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du hättest nicht so viel Geld auf deinen Freizeitspaß verwenden sollen."",""model"":""UNK"",""editXml"":""Du hättest nicht so viel Geld auf deinen Freizeitspaß verwenden sollen."",""corrected"":""Du hättest nicht so viel Geld auf deinen Freizeitspaß verwenden sollen."",""editOps"":[]}"
1274,Du hättest für deine Liebhaberei nicht so viel Geld ausgeben sollen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du hättest für deine Liebhaberei nicht so viel Geld ausgeben sollen."",""model"":""UNK"",""editXml"":""Du hättest für deine Liebhaberei nicht so viel Geld ausgeben sollen."",""corrected"":""Du hättest für deine Liebhaberei nicht so viel Geld ausgeben sollen."",""editOps"":[]}"
1275,"Wo du doch so gern Briefe schreibst, warum schreibst du ihr nicht mal ein paar Zeilen?","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wo du doch so gern Briefe schreibst, warum schreibst du ihr nicht mal ein paar Zeilen?"",""model"":""UNK"",""editXml"":""Wo du doch so gern Briefe schreibst, warum schreibst du ihr nicht mal ein paar Zeilen?"",""corrected"":""Wo du doch so gern Briefe schreibst, warum schreibst du ihr nicht mal ein paar Zeilen?"",""editOps"":[]}"
1276,Schreibst du einen Brief?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Schreibst du einen Brief?"",""model"":""UNK"",""editXml"":""Schreibst du einen Brief?"",""corrected"":""Schreibst du einen Brief?"",""editOps"":[]}"
1277,Er schaut jung aus. Er kann nicht älter als ich sein.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Er schaut jung aus. Er kann nicht älter als ich sein."",""model"":""UNK"",""editXml"":""Er schaut jung aus. Er kann nicht älter als ich sein."",""corrected"":""Er schaut jung aus. Er kann nicht älter als ich sein."",""editOps"":[]}"
1278,Du bist jung. Ich bin hingegen sehr alt.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du bist jung. Ich bin hingegen sehr alt."",""model"":""UNK"",""editXml"":""Du bist jung. Ich bin hingegen sehr alt."",""corrected"":""Du bist jung. Ich bin hingegen sehr alt."",""editOps"":[]}"
1279,Du solltest deine Schulden abzahlen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du solltest deine Schulden abzahlen."",""model"":""UNK"",""editXml"":""Du solltest deine Schulden abzahlen."",""corrected"":""Du solltest deine Schulden abzahlen."",""editOps"":[]}"
1280,Du solltest deinen Wagen reparieren lassen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du solltest deinen Wagen reparieren lassen."",""model"":""UNK"",""editXml"":""Du solltest deinen Wagen reparieren lassen."",""corrected"":""Du solltest deinen Wagen reparieren lassen."",""editOps"":[]}"
1281,Du solltest dein Auto mal waschen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du solltest dein Auto mal waschen."",""model"":""UNK"",""editXml"":""Du solltest dein Auto mal waschen."",""corrected"":""Du solltest dein Auto mal waschen."",""editOps"":[]}"
1282,"Es wäre besser, wenn du kein Auto fahren würdest.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es wäre besser, wenn du kein Auto fahren würdest."",""model"":""UNK"",""editXml"":""Es wäre besser, wenn du kein Auto fahren würdest."",""corrected"":""Es wäre besser, wenn du kein Auto fahren würdest."",""editOps"":[]}"
1283,"Du kannst Auto fahren, oder?","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du kannst Auto fahren, oder?"",""model"":""UNK"",""editXml"":""Du kannst Auto fahren, oder?"",""corrected"":""Du kannst Auto fahren, oder?"",""editOps"":[]}"
1284,"Du musst hart arbeiten, um nicht durchzufallen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du musst hart arbeiten, um nicht durchzufallen."",""model"":""UNK"",""editXml"":""Du musst hart arbeiten, um nicht durchzufallen."",""corrected"":""Du musst hart arbeiten, um nicht durchzufallen."",""editOps"":[]}"
1285,Kannst du mit einem Wörterbuch umgehen?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Kannst du mit einem Wörterbuch umgehen?"",""model"":""UNK"",""editXml"":""Kannst du mit einem Wörterbuch umgehen?"",""corrected"":""Kannst du mit einem Wörterbuch umgehen?"",""editOps"":[]}"
1286,Du solltest dein Wörterbuch benutzen lernen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du solltest dein Wörterbuch benutzen lernen."",""model"":""UNK"",""editXml"":""Du solltest dein Wörterbuch benutzen lernen."",""corrected"":""Du solltest dein Wörterbuch benutzen lernen."",""editOps"":[]}"
1287,Du solltest dich in Selbstkontrolle üben.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>solltest, dich, Selbstkontrolle<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Du solltest dich in Selbstkontrolle üben."",""model"":""UNK"",""editXml"":""Du solltest dich in Selbstkontrolle üben."",""corrected"":""Du solltest dich in Selbstkontrolle üben."",""editOps"":[]}"
1288,Sie sollten sich Ihrer Ignoranz schämen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Sie sollten sich Ihrer Ignoranz schämen."",""model"":""UNK"",""editXml"":""Sie sollten sich Ihrer Ignoranz schämen."",""corrected"":""Sie sollten sich Ihrer Ignoranz schämen."",""editOps"":[]}"
1289,Ihr solltet euch eurer Ignoranz schämen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ihr solltet euch <u title='Eurer || eurer'>eurer<\/u> Ignoranz schämen."",""model"":""UNK"",""editXml"":""Ihr solltet euch <DBT TOK='Eurer || eurer'>eurer<\/DBT> Ignoranz schämen."",""corrected"":""Ihr solltet euch eurer Ignoranz schämen."",""editOps"":[{""LTID"":"""",""beg"":17,""kind"":""DBT"",""alt"":""Eurer || eurer"",""text"":""eurer""}]}"
1290,"Du bist verantwortlich für das, was du tust.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du bist verantwortlich für das, was du tust."",""model"":""UNK"",""editXml"":""Du bist verantwortlich für das, was du tust."",""corrected"":""Du bist verantwortlich für das, was du tust."",""editOps"":[]}"
1291,Du musst deine Pflicht tun.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du musst deine Pflicht tun."",""model"":""UNK"",""editXml"":""Du musst deine Pflicht tun."",""corrected"":""Du musst deine Pflicht tun."",""editOps"":[]}"
1292,"Du bist dafür verantwortlich, was du getan hast.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du bist dafür verantwortlich, was du getan hast."",""model"":""UNK"",""editXml"":""Du bist dafür verantwortlich, was du getan hast."",""corrected"":""Du bist dafür verantwortlich, was du getan hast."",""editOps"":[]}"
1293,"Sie sollten solche Bücher, die Sie als wichtig erachten, lesen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Sie sollten solche Bücher, die Sie als wichtig erachten, lesen."",""model"":""UNK"",""editXml"":""Sie sollten solche Bücher, die Sie als wichtig erachten, lesen."",""corrected"":""Sie sollten solche Bücher, die Sie als wichtig erachten, lesen."",""editOps"":[]}"
1294,Du musst es selbst zu Ende führen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du musst es selbst zu Ende führen."",""model"":""UNK"",""editXml"":""Du musst es selbst zu Ende führen."",""corrected"":""Du musst es selbst zu Ende führen."",""editOps"":[]}"
1295,"Du solltest berücksichtigen, dass du nicht mehr der Jüngste bist.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du solltest berücksichtigen, dass du nicht mehr der Jüngste bist."",""model"":""UNK"",""editXml"":""Du solltest berücksichtigen, dass du nicht mehr der Jüngste bist."",""corrected"":""Du solltest berücksichtigen, dass du nicht mehr der Jüngste bist."",""editOps"":[]}"
1296,"Sie müssen zugeben, dass Sie nicht Recht haben.","{""explainHtml"":""<p  class='LT2'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n"",""correctedHtml"":""Sie müssen zugeben, dass Sie nicht <u class='LT2'>Recht<\/u> haben."",""model"":""UNK"",""editXml"":""Sie müssen zugeben, dass Sie nicht <DBT RID='LT2'>Recht<\/DBT> haben."",""corrected"":""Sie müssen zugeben, dass Sie nicht Recht haben."",""editOps"":[{""LTID"":""LT2"",""beg"":35,""kind"":""DBT"",""alt"":"""",""text"":""Recht""}]}"
1297,Du hättest dich vorstellen sollen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du hättest <u title='dir || dich'>dich<\/u> vorstellen sollen."",""model"":""UNK"",""editXml"":""Du hättest <DBT TOK='dir || dich'>dich<\/DBT> vorstellen sollen."",""corrected"":""Du hättest dich vorstellen sollen."",""editOps"":[{""LTID"":"""",""beg"":11,""kind"":""DBT"",""alt"":""dir || dich"",""text"":""dich""}]}"
1298,Du solltest von Zeit zu Zeit mal nach den Kindern sehen.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Zeit, zu<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Du solltest von Zeit zu Zeit mal nach den Kindern sehen."",""model"":""UNK"",""editXml"":""Du solltest von Zeit zu Zeit mal nach den Kindern sehen."",""corrected"":""Du solltest von Zeit zu Zeit mal nach den Kindern sehen."",""editOps"":[]}"
1299,Hältst du mich für einen Dummkopf?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Hältst du mich für einen Dummkopf?"",""model"":""UNK"",""editXml"":""Hältst du mich für einen Dummkopf?"",""corrected"":""Hältst du mich für einen Dummkopf?"",""editOps"":[]}"
1300,"Denkst du, dass ich ein Idiot bin?","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Denkst du, dass ich ein Idiot bin?"",""model"":""UNK"",""editXml"":""Denkst du, dass ich ein Idiot bin?"",""corrected"":""Denkst du, dass ich ein Idiot bin?"",""editOps"":[]}"
1301,Du kannst über mich lachen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du kannst über mich lachen."",""model"":""UNK"",""editXml"":""Du kannst über mich lachen."",""corrected"":""Du kannst über mich lachen."",""editOps"":[]}"
1302,Sie können mich zu Ihren Freunden zählen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Sie können <u title='mir || mich'>mich<\/u> zu Ihren Freunden zählen."",""model"":""UNK"",""editXml"":""Sie können <DBT TOK='mir || mich'>mich<\/DBT> zu Ihren Freunden zählen."",""corrected"":""Sie können mich zu Ihren Freunden zählen."",""editOps"":[{""LTID"":"""",""beg"":11,""kind"":""DBT"",""alt"":""mir || mich"",""text"":""mich""}]}"
1303,Du kannst mich zu deinen Freunden zählen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du kannst <u title='mir || mich'>mich<\/u> zu deinen Freunden zählen."",""model"":""UNK"",""editXml"":""Du kannst <DBT TOK='mir || mich'>mich<\/DBT> zu deinen Freunden zählen."",""corrected"":""Du kannst mich zu deinen Freunden zählen."",""editOps"":[{""LTID"":"""",""beg"":10,""kind"":""DBT"",""alt"":""mir || mich"",""text"":""mich""}]}"
1304,Du hättest meinem Sohn nicht bei den Hausaufgaben zu helfen brauchen.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Sohn<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Du hättest <u title='meinen || meinem'>meinem<\/u> Sohn nicht bei den Hausaufgaben zu helfen brauchen."",""model"":""UNK"",""editXml"":""Du hättest <DBT TOK='meinen || meinem'>meinem<\/DBT> Sohn nicht bei den Hausaufgaben zu helfen brauchen."",""corrected"":""Du hättest meinem Sohn nicht bei den Hausaufgaben zu helfen brauchen."",""editOps"":[{""LTID"":"""",""beg"":11,""kind"":""DBT"",""alt"":""meinen || meinem"",""text"":""meinem""}]}"
1305,Du darfst meinen neuen Wagen benutzen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du darfst meinen neuen Wagen benutzen."",""model"":""UNK"",""editXml"":""Du darfst meinen neuen Wagen benutzen."",""corrected"":""Du darfst meinen neuen Wagen benutzen."",""editOps"":[]}"
1306,"Du musst tun, was ich dir sage.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du musst tun, was ich dir sage."",""model"":""UNK"",""editXml"":""Du musst tun, was ich dir sage."",""corrected"":""Du musst tun, was ich dir sage."",""editOps"":[]}"
1307,Bist du für oder gegen meinen Plan?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Bist du für oder gegen meinen Plan?"",""model"":""UNK"",""editXml"":""Bist du für oder gegen meinen Plan?"",""corrected"":""Bist du für oder gegen meinen Plan?"",""editOps"":[]}"
1308,Du kannst meine Yacht benutzen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du kannst meine Yacht benutzen."",""model"":""UNK"",""editXml"":""Du kannst meine Yacht benutzen."",""corrected"":""Du kannst meine Yacht benutzen."",""editOps"":[]}"
