,Input,Output,Response
163,Wir lernen Lesen und Schreiben.,"Wir lernen, lesen und schreiben.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wir lernen<b title=' Lesen'>, lesen<\/b> und <b title='Schreiben'>schreiben<\/b>."",""model"":""UNK"",""editXml"":""Wir lernen<REP TOK=', lesen'> Lesen<\/REP> und <REP TOK='schreiben'>Schreiben<\/REP>."",""corrected"":""Wir lernen, lesen und schreiben."",""editOps"":[{""LTID"":"""",""beg"":10,""kind"":""REP"",""alt"":"", lesen"",""text"":"" Lesen""},{""LTID"":"""",""beg"":21,""kind"":""REP"",""alt"":""schreiben"",""text"":""Schreiben""}]}"
164,"Wir werden jeden Planten erkunden, der die Sonne umkreist.","Wir werden jeden Planeten erkunden, der die Sonne umkreist.","{""explainHtml"":""<p  class='LT2'><b>Planten<\/b> : Meinten Sie <b>Planeten<\/b>?<br\/>→ <span class='LTsuggest'>Planeten<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Planten<\/b> : Meinten Sie <b>Planeten<\/b>?<br\/>→ <span class='LTsuggest'>Planeten<\/span><\/p>\n"",""correctedHtml"":""Wir werden jeden <b title='Planten'><u class='LT2'>Planeten<\/u><\/b> erkunden, der die Sonne umkreist."",""model"":""UNK"",""editXml"":""Wir werden jeden <REP TOK='Planeten'><DBT RID='LT2'>Planten<\/DBT><\/REP> erkunden, der die Sonne umkreist."",""corrected"":""Wir werden jeden Planeten erkunden, der die Sonne umkreist."",""editOps"":[{""LTID"":""LT2"",""beg"":17,""kind"":""DBT"",""alt"":"""",""text"":""Planten""},{""LTID"":"""",""beg"":17,""kind"":""REP"",""alt"":""Planeten"",""text"":""Planten""}]}"
165,Wir begannen an einem neuen Projekt zu arbeiten.,"Wir begannen, an einem neuen Projekt zu arbeiten.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wir begannen<b>,<\/b> an einem neuen Projekt zu arbeiten."",""model"":""UNK"",""editXml"":""Wir begannen<INS TOK=''\/> an einem neuen Projekt zu arbeiten."",""corrected"":""Wir begannen, an einem neuen Projekt zu arbeiten."",""editOps"":[]}"
166,Wir müssen immer versuchen anderen behilflich zu sein.,"Wir müssen immer versuchen, anderen behilflich zu sein.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wir müssen immer versuchen<b>,<\/b> anderen behilflich zu sein."",""model"":""UNK"",""editXml"":""Wir müssen immer versuchen<INS TOK=','\/> anderen behilflich zu sein."",""corrected"":""Wir müssen immer versuchen, anderen behilflich zu sein."",""editOps"":[]}"
167,Es obliegt uns unser Bestes zu tun.,"Es obliegt uns, unser Bestes zu tun.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es obliegt uns<b>,<\/b> unser Bestes zu tun."",""model"":""UNK"",""editXml"":""Es obliegt uns<INS TOK=','\/> unser Bestes zu tun."",""corrected"":""Es obliegt uns, unser Bestes zu tun."",""editOps"":[]}"
168,Wir habe es genossen Tennis zu spielen.,"Wir habe es genossen, Tennis zu spielen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""<u title='Ich habe || Wir haben'>Wir habe<\/u> es genossen<b>,<\/b> Tennis zu spielen."",""model"":""UNK"",""editXml"":""<DBT TOK='Ich habe || Wir haben'>Wir habe<\/DBT> es genossen<INS TOK=','\/> Tennis zu spielen."",""corrected"":""Wir habe es genossen, Tennis zu spielen."",""editOps"":[{""LTID"":"""",""beg"":0,""kind"":""DBT"",""alt"":""Ich habe || Wir haben"",""text"":""Wir habe""}]}"
169,Wir werden das Problem mit ihnen diskutieren.,Wir werden das Problem mit Ihnen diskutieren.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wir werden das Problem mit <b title='ihnen'>Ihnen<\/b> diskutieren."",""model"":""UNK"",""editXml"":""Wir werden das Problem mit <REP TOK='Ihnen'>ihnen<\/REP> diskutieren."",""corrected"":""Wir werden das Problem mit Ihnen diskutieren."",""editOps"":[{""LTID"":"""",""beg"":27,""kind"":""REP"",""alt"":""Ihnen"",""text"":""ihnen""}]}"
170,Wir zelteten am Ufer des Sees.,Wir z채hlten am Ufer des Sees.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wir <b title='zelteten'>z채hlten<\/b> am Ufer des Sees."",""model"":""UNK"",""editXml"":""Wir <REP TOK='z채hlten'>zelteten<\/REP> am Ufer des Sees."",""corrected"":""Wir z채hlten am Ufer des Sees."",""editOps"":[{""LTID"":"""",""beg"":4,""kind"":""REP"",""alt"":""z채hlten"",""text"":""zelteten""}]}"
171,Wir haben jeden Vorteil gegenüber ihnen.,Wir haben jeden Vorteil gegenüber Ihnen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wir haben jeden Vorteil gegenüber <b title='ihnen'>Ihnen<\/b>."",""model"":""UNK"",""editXml"":""Wir haben jeden Vorteil gegenüber <REP TOK='Ihnen'>ihnen<\/REP>."",""corrected"":""Wir haben jeden Vorteil gegenüber Ihnen."",""editOps"":[{""LTID"":"""",""beg"":34,""kind"":""REP"",""alt"":""Ihnen"",""text"":""ihnen""}]}"
172,"Zwischen uns bestand ein stillschweigendes Einverständnis, dass wir uns gegenseitig unterstützen.","Zwischen uns bestand ein stillschweigendes Einverständnis, das wir uns gegenseitig unterstützen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Zwischen uns bestand ein stillschweigendes Einverständnis, <b title='dass'>das<\/b> wir uns gegenseitig unterstützen."",""model"":""UNK"",""editXml"":""Zwischen uns bestand ein stillschweigendes Einverständnis, <REP TOK='das'>dass<\/REP> wir uns gegenseitig unterstützen."",""corrected"":""Zwischen uns bestand ein stillschweigendes Einverständnis, das wir uns gegenseitig unterstützen."",""editOps"":[{""LTID"":"""",""beg"":59,""kind"":""REP"",""alt"":""das"",""text"":""dass""}]}"
173,Über verschüttete Milch lohnt sich nicht zu weinen.,Aber verschüttete Milch lohnt sich nicht zu weinen.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Milch<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""<b title='Über'>Aber<\/b> verschüttete Milch lohnt sich nicht zu weinen."",""model"":""UNK"",""editXml"":""<REP TOK='Aber'>Über<\/REP> verschüttete Milch lohnt sich nicht zu weinen."",""corrected"":""Aber verschüttete Milch lohnt sich nicht zu weinen."",""editOps"":[{""LTID"":"""",""beg"":0,""kind"":""REP"",""alt"":""Aber"",""text"":""Über""}]}"
174,Es gibt kein Zeichen von Leben auf dem Mars.,Es gibt kein Zeichen vom Leben auf dem Mars.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es gibt kein Zeichen <b title='von'>vom<\/b> Leben auf dem Mars."",""model"":""UNK"",""editXml"":""Es gibt kein Zeichen <REP TOK='vom'>von<\/REP> Leben auf dem Mars."",""corrected"":""Es gibt kein Zeichen vom Leben auf dem Mars."",""editOps"":[{""LTID"":"""",""beg"":21,""kind"":""REP"",""alt"":""vom"",""text"":""von""}]}"
175,Es ist gefährlich nahe am Feuer zu spielen.,"Es ist gefährlich, nahe am Feuer zu spielen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es ist gefährlich<b>,<\/b> nahe am Feuer zu spielen."",""model"":""UNK"",""editXml"":""Es ist gefährlich<INS TOK=''\/> nahe am Feuer zu spielen."",""corrected"":""Es ist gefährlich, nahe am Feuer zu spielen."",""editOps"":[]}"
176,Singen ist ihre Stärke.,Singen ist Ihre Stärke.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Singen ist <b title='ihre'>Ihre<\/b> Stärke."",""model"":""UNK"",""editXml"":""Singen ist <REP TOK='Ihre'>ihre<\/REP> Stärke."",""corrected"":""Singen ist Ihre Stärke."",""editOps"":[{""LTID"":"""",""beg"":11,""kind"":""REP"",""alt"":""Ihre"",""text"":""ihre""}]}"
177,Wissenschaftler begannen Antworten auf diese Fragen zu finden.,"Wissenschaftler begannen, Antworten auf diese Fragen zu finden.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wissenschaftler begannen<b>,<\/b> Antworten auf diese Fragen zu finden."",""model"":""UNK"",""editXml"":""Wissenschaftler begannen<INS TOK=''\/> Antworten auf diese Fragen zu finden."",""corrected"":""Wissenschaftler begannen, Antworten auf diese Fragen zu finden."",""editOps"":[]}"
178,"Versichere dich, dass deine Haustiere genug Nahrung haben, bevor du das Haus verlässt.","Versichere dir, dass deine Haustiere genug Nahrung haben, bevor du das Haus verlässt.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>dass, deine, Haustiere<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Versichere <b title='dich'>dir<\/b>, dass deine Haustiere genug Nahrung haben, bevor du das Haus verlässt."",""model"":""UNK"",""editXml"":""Versichere <REP TOK='dir'>dich<\/REP>, dass deine Haustiere genug Nahrung haben, bevor du das Haus verlässt."",""corrected"":""Versichere dir, dass deine Haustiere genug Nahrung haben, bevor du das Haus verlässt."",""editOps"":[{""LTID"":"""",""beg"":11,""kind"":""REP"",""alt"":""dir"",""text"":""dich""}]}"
179,Warst du diesen Sommer in Urlaub?,Warst du diesen Sommer im Urlaub?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Warst du diesen Sommer <b title='in'>im<\/b> Urlaub?"",""model"":""UNK"",""editXml"":""Warst du diesen Sommer <REP TOK='im'>in<\/REP> Urlaub?"",""corrected"":""Warst du diesen Sommer im Urlaub?"",""editOps"":[{""LTID"":"""",""beg"":23,""kind"":""REP"",""alt"":""im"",""text"":""in""}]}"
180,"Erlauben Sie mir, Ihnen Herrn Kato vorzustellen.","Erlauben Sie mir, Ihnen Herrn Cato vorzustellen.","{""explainHtml"":""<p  class='LT2'><b>Kato<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Dato<\/span>, <span class='LTsuggest'>Kate<\/span>, <span class='LTsuggest'>Cato<\/span>, <span class='LTsuggest'>Fado<\/span>, <span class='LTsuggest'>Katz<\/span>, <span class='LTsuggest'>Nato<\/span>, <span class='LTsuggest'>Käthe<\/span>, <span class='LTsuggest'>Hat<\/span>, <span class='LTsuggest'>Kathy<\/span>, <span class='LTsuggest'>Kann<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Kato<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Dato<\/span>, <span class='LTsuggest'>Kate<\/span>, <span class='LTsuggest'>Cato<\/span>, <span class='LTsuggest'>Fado<\/span>, <span class='LTsuggest'>Katz<\/span>, <span class='LTsuggest'>Nato<\/span>, <span class='LTsuggest'>Käthe<\/span>, <span class='LTsuggest'>Hat<\/span>, <span class='LTsuggest'>Kathy<\/span>, <span class='LTsuggest'>Kann<\/span><\/p>\n"",""correctedHtml"":""Erlauben Sie mir, Ihnen Herrn <b title='Kato'><i class='LT2'>Cato<\/i><\/b> vorzustellen."",""model"":""UNK"",""editXml"":""Erlauben Sie mir, Ihnen Herrn <REP TOK='Cato'><UNK RID='LT2'>Kato<\/UNK><\/REP> vorzustellen."",""corrected"":""Erlauben Sie mir, Ihnen Herrn Cato vorzustellen."",""editOps"":[{""LTID"":""LT2"",""beg"":30,""kind"":""UNK"",""alt"":"""",""text"":""Kato""},{""LTID"":"""",""beg"":30,""kind"":""REP"",""alt"":""Cato"",""text"":""Kato""}]}"
181,"Weil ich es sooft gehört habe, kann ich das Gedicht jetzt auswendig hersagen.","Weil ich es soft gehört habe, kann ich das Gedicht jetzt auswendig hersagen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Weil ich es <b title='sooft'>soft<\/b> gehört habe, kann ich das Gedicht jetzt auswendig <u title='Versagen'>hersagen<\/u>."",""model"":""UNK"",""editXml"":""Weil ich es <REP TOK='soft'>sooft<\/REP> gehört habe, kann ich das Gedicht jetzt auswendig <DBT TOK='Versagen'>hersagen<\/DBT>."",""corrected"":""Weil ich es soft gehört habe, kann ich das Gedicht jetzt auswendig hersagen."",""editOps"":[{""LTID"":"""",""beg"":12,""kind"":""REP"",""alt"":""soft"",""text"":""sooft""},{""LTID"":"""",""beg"":68,""kind"":""DBT"",""alt"":""Versagen"",""text"":""hersagen""}]}"
182,Gib in allem dein Bestes!,Gib ihm alles dein Bestes!,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Gib <b title='in allem'>ihm alles<\/b> dein Bestes!"",""model"":""UNK"",""editXml"":""Gib <REP TOK='ihm alles'>in allem<\/REP> dein Bestes!"",""corrected"":""Gib ihm alles dein Bestes!"",""editOps"":[{""LTID"":"""",""beg"":4,""kind"":""REP"",""alt"":""ihm alles"",""text"":""in allem""}]}"
183,Sie sollten in allem Ihr Bestes geben.,Sie sollten in allem ihr Bestes geben.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Sie sollten in allem <b title='Ihr'>ihr<\/b> Bestes geben."",""model"":""UNK"",""editXml"":""Sie sollten in allem <REP TOK='ihr'>Ihr<\/REP> Bestes geben."",""corrected"":""Sie sollten in allem ihr Bestes geben."",""editOps"":[{""LTID"":"""",""beg"":21,""kind"":""REP"",""alt"":""ihr"",""text"":""Ihr""}]}"
184,"Egal, was du tust: gib dein Bestes!","Egal, was du tust: Gib dein Bestes!","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>was, du<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Egal, was du tust: <b title='gib'>Gib<\/b> dein Bestes!"",""model"":""UNK"",""editXml"":""Egal, was du tust: <REP TOK='Gib'>gib<\/REP> dein Bestes!"",""corrected"":""Egal, was du tust: Gib dein Bestes!"",""editOps"":[{""LTID"":"""",""beg"":19,""kind"":""REP"",""alt"":""Gib"",""text"":""gib""}]}"
185,Versuche vor allem nett zu den alten Menschen zu sein.,"Versuche vor allem, nett zu den alten Menschen zu sein.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Versuche vor allem<b>,<\/b> nett zu den alten Menschen zu sein."",""model"":""UNK"",""editXml"":""Versuche vor allem<INS TOK=''\/> nett zu den alten Menschen zu sein."",""corrected"":""Versuche vor allem, nett zu den alten Menschen zu sein."",""editOps"":[]}"
186,Alles lief besser als ich erwartet hatte.,"Alles lief besser, als ich erwartet hatte.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Alles lief besser<b>,<\/b> als ich erwartet hatte."",""model"":""UNK"",""editXml"":""Alles lief besser<INS TOK=','\/> als ich erwartet hatte."",""corrected"":""Alles lief besser, als ich erwartet hatte."",""editOps"":[]}"
187,Kannst du etwas tun um mir zu helfen?,"Kannst du etwas tun, um mir zu helfen?","{""explainHtml"":""<p  class='LT2'><b> um<\/b> : Wenn es sich hier um eine Infinitivgruppe ('zu' + Grundform) handelt, muss in der Regel ein Komma gesetzt werden.<br\/>→ <span class='LTsuggest'>, um<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b> um<\/b> : Wenn es sich hier um eine Infinitivgruppe ('zu' + Grundform) handelt, muss in der Regel ein Komma gesetzt werden.<br\/>→ <span class='LTsuggest'>, um<\/span><\/p>\n"",""correctedHtml"":""Kannst du etwas tun<b>,<\/b> <u class='LT2'>um<\/u> mir zu helfen?"",""model"":""UNK"",""editXml"":""Kannst du etwas tun<INS TOK=','\/> <DBT RID='LT2'>um<\/DBT> mir zu helfen?"",""corrected"":""Kannst du etwas tun, um mir zu helfen?"",""editOps"":[{""LTID"":""LT2"",""beg"":20,""kind"":""DBT"",""alt"":"""",""text"":""um""}]}"
188,Bitte tue etwas dagegen.,"Bitte, tue etwas dagegen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Bitte<b>,<\/b> tue etwas dagegen."",""model"":""UNK"",""editXml"":""Bitte<INS TOK=''\/> tue etwas dagegen."",""corrected"":""Bitte, tue etwas dagegen."",""editOps"":[]}"
189,"Zähl auf uns, falls es irgendwelche Schwierigkeiten geben sollte.","Zell auf uns, falls es irgendwelche Schwierigkeiten geben sollte.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>auf, uns<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""<b title='Zähl'>Zell<\/b> auf uns, falls es irgendwelche Schwierigkeiten geben sollte."",""model"":""UNK"",""editXml"":""<REP TOK='Zell'>Zähl<\/REP> auf uns, falls es irgendwelche Schwierigkeiten geben sollte."",""corrected"":""Zell auf uns, falls es irgendwelche Schwierigkeiten geben sollte."",""editOps"":[{""LTID"":"""",""beg"":0,""kind"":""REP"",""alt"":""Zell"",""text"":""Zähl""}]}"
190,Könnten sie mir etwas Kaltes zu trinken geben?,Könnten Sie mir etwas Kaltes zu trinken geben?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Könnten <b title='sie'>Sie<\/b> mir etwas Kaltes zu trinken geben?"",""model"":""UNK"",""editXml"":""Könnten <REP TOK='Sie'>sie<\/REP> mir etwas Kaltes zu trinken geben?"",""corrected"":""Könnten Sie mir etwas Kaltes zu trinken geben?"",""editOps"":[{""LTID"":"""",""beg"":8,""kind"":""REP"",""alt"":""Sie"",""text"":""sie""}]}"
191,Geben Sie mir bitte etwas Warmes zu trinken.,"Geben Sie mir bitte, etwas Warmes zu trinken.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Geben Sie mir bitte<b>,<\/b> etwas Warmes zu trinken."",""model"":""UNK"",""editXml"":""Geben Sie mir bitte<INS TOK=''\/> etwas Warmes zu trinken."",""corrected"":""Geben Sie mir bitte, etwas Warmes zu trinken."",""editOps"":[]}"
192,Bitte leih mir was zu schreiben.,"Bitte leih mir, was zu schreiben.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Bitte leih mir<b>,<\/b> was zu schreiben."",""model"":""UNK"",""editXml"":""Bitte leih mir<INS TOK=''\/> was zu schreiben."",""corrected"":""Bitte leih mir, was zu schreiben."",""editOps"":[]}"
193,"Hätten sie gewusst, was passieren würde, hätten sie ihre Pläne geändert.","Hätten Sie gewusst, was passieren würde, hätten Sie Ihre Pläne geändert.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Hätten <b title='sie'>Sie<\/b> gewusst, was passieren würde, hätten <b title='sie ihre'>Sie Ihre<\/b> Pläne geändert."",""model"":""UNK"",""editXml"":""Hätten <REP TOK='Sie'>sie<\/REP> gewusst, was passieren würde, hätten <REP TOK='Sie Ihre'>sie ihre<\/REP> Pläne geändert."",""corrected"":""Hätten Sie gewusst, was passieren würde, hätten Sie Ihre Pläne geändert."",""editOps"":[{""LTID"":"""",""beg"":7,""kind"":""REP"",""alt"":""Sie"",""text"":""sie""},{""LTID"":"""",""beg"":48,""kind"":""REP"",""alt"":""Sie Ihre"",""text"":""sie ihre""}]}"
194,"Um etwas aufzuzeichnen, benutzten sie geknotete Schnüre aus der Wolle von Lamas oder Alpaccas.","Um etwas aufzuzeichnen, benutzten sie geknotete Schnüre aus der Wolle von Lamas oder Alpakas.","{""explainHtml"":""<p  class='LT2'><b>Alpaccas<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Alpakas<\/span>, <span class='LTsuggest'>Alaskas<\/span>, <span class='LTsuggest'>Malakkas<\/span>, <span class='LTsuggest'>Alpaka<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Alpaccas<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Alpakas<\/span>, <span class='LTsuggest'>Alaskas<\/span>, <span class='LTsuggest'>Malakkas<\/span>, <span class='LTsuggest'>Alpaka<\/span><\/p>\n"",""correctedHtml"":""Um etwas aufzuzeichnen, benutzten sie geknotete Schnüre aus der Wolle von Lamas oder <b title='Alpaccas'><i class='LT2'>Alpakas<\/i><\/b>."",""model"":""UNK"",""editXml"":""Um etwas aufzuzeichnen, benutzten sie geknotete Schnüre aus der Wolle von Lamas oder <REP TOK='Alpakas'><UNK RID='LT2'>Alpaccas<\/UNK><\/REP>."",""corrected"":""Um etwas aufzuzeichnen, benutzten sie geknotete Schnüre aus der Wolle von Lamas oder Alpakas."",""editOps"":[{""LTID"":""LT2"",""beg"":85,""kind"":""UNK"",""alt"":"""",""text"":""Alpaccas""},{""LTID"":"""",""beg"":85,""kind"":""REP"",""alt"":""Alpakas"",""text"":""Alpaccas""}]}"
195,"Was führte Sie dazu, es zu glauben?","Was führte sie dazu, es zu glauben?","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Was führte <b title='Sie'>sie<\/b> dazu, es zu glauben?"",""model"":""UNK"",""editXml"":""Was führte <REP TOK='sie'>Sie<\/REP> dazu, es zu glauben?"",""corrected"":""Was führte sie dazu, es zu glauben?"",""editOps"":[{""LTID"":"""",""beg"":11,""kind"":""REP"",""alt"":""sie"",""text"":""Sie""}]}"
196,"Was würdest du tun, wenn ein Krieg ausbräche?","Was würdest du tun, wenn ein Krieg ausbreche?","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>würdest, du, wenn, ein, Krieg<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Was würdest du tun, wenn ein Krieg <b title='ausbräche'>ausbreche<\/b>?"",""model"":""UNK"",""editXml"":""Was würdest du tun, wenn ein Krieg <REP TOK='ausbreche'>ausbräche<\/REP>?"",""corrected"":""Was würdest du tun, wenn ein Krieg ausbreche?"",""editOps"":[{""LTID"":"""",""beg"":35,""kind"":""REP"",""alt"":""ausbreche"",""text"":""ausbräche""}]}"
197,Wenn wir auf dem Monde lebten - wie groß sähe dann die Erde aus?,Wenn wir auf dem Monde lebten - wie groß sehe dann die Erde aus?,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Erde<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Wenn wir auf dem Monde lebten - wie groß <b title='sähe'>sehe<\/b> dann die Erde aus?"",""model"":""UNK"",""editXml"":""Wenn wir auf dem Monde lebten - wie groß <REP TOK='sehe'>sähe<\/REP> dann die Erde aus?"",""corrected"":""Wenn wir auf dem Monde lebten - wie groß sehe dann die Erde aus?"",""editOps"":[{""LTID"":"""",""beg"":41,""kind"":""REP"",""alt"":""sehe"",""text"":""sähe""}]}"
198,Musik zu hören macht sehr viel Spaß.,"Musik zu hören, macht sehr viel Spaß.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Musik zu hören<b>,<\/b> macht sehr viel Spaß."",""model"":""UNK"",""editXml"":""Musik zu hören<INS TOK=''\/> macht sehr viel Spaß."",""corrected"":""Musik zu hören, macht sehr viel Spaß."",""editOps"":[]}"
199,Das Thermometer zeigt 10 ºC.,Das Thermometer zeigt 10 oC.,"{""explainHtml"":""<p  class='LT2'><b>ºC<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>FC<\/span>, <span class='LTsuggest'>SC<\/span>, <span class='LTsuggest'>CD<\/span>, <span class='LTsuggest'>DC<\/span>, <span class='LTsuggest'>EC<\/span>, <span class='LTsuggest'>CH<\/span>, <span class='LTsuggest'>PC<\/span>, <span class='LTsuggest'>PCs<\/span>, <span class='LTsuggest'>UCI<\/span>, <span class='LTsuggest'>TC<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>ºC<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>FC<\/span>, <span class='LTsuggest'>SC<\/span>, <span class='LTsuggest'>CD<\/span>, <span class='LTsuggest'>DC<\/span>, <span class='LTsuggest'>EC<\/span>, <span class='LTsuggest'>CH<\/span>, <span class='LTsuggest'>PC<\/span>, <span class='LTsuggest'>PCs<\/span>, <span class='LTsuggest'>UCI<\/span>, <span class='LTsuggest'>TC<\/span><\/p>\n"",""correctedHtml"":""Das Thermometer zeigt 10 <b title='ºC'><i class='LT2'>oC<\/i><\/b>."",""model"":""UNK"",""editXml"":""Das Thermometer zeigt 10 <REP TOK='oC'><UNK RID='LT2'>ºC<\/UNK><\/REP>."",""corrected"":""Das Thermometer zeigt 10 oC."",""editOps"":[{""LTID"":""LT2"",""beg"":25,""kind"":""UNK"",""alt"":"""",""text"":""ºC""},{""LTID"":"""",""beg"":25,""kind"":""REP"",""alt"":""oC"",""text"":""ºC""}]}"
200,"Im Heim hatte man ihr einen wadenlangen, braunen Wollrock und eine blaue Bluse mit kurzem Arm aus den Kleiderspenden gegeben.","Im Heim hatte man hier einen wadenlangen, braunen Wollrock und eine blaue Bluse mit kurzem Arm aus den Kleiderspenden gegeben.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Wollrock<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Im Heim hatte man <b title='ihr'>hier<\/b> einen wadenlangen, braunen Wollrock und eine blaue Bluse mit kurzem Arm aus den Kleiderspenden gegeben."",""model"":""UNK"",""editXml"":""Im Heim hatte man <REP TOK='hier'>ihr<\/REP> einen wadenlangen, braunen Wollrock und eine blaue Bluse mit kurzem Arm aus den Kleiderspenden gegeben."",""corrected"":""Im Heim hatte man hier einen wadenlangen, braunen Wollrock und eine blaue Bluse mit kurzem Arm aus den Kleiderspenden gegeben."",""editOps"":[{""LTID"":"""",""beg"":18,""kind"":""REP"",""alt"":""hier"",""text"":""ihr""}]}"
201,"Würden sie so freundlich sein, mir das Salz zu geben?","Würden Sie so freundlich sein, mir das Salz zu geben?","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Würden <b title='sie'>Sie<\/b> so freundlich sein, mir das Salz zu geben?"",""model"":""UNK"",""editXml"":""Würden <REP TOK='Sie'>sie<\/REP> so freundlich sein, mir das Salz zu geben?"",""corrected"":""Würden Sie so freundlich sein, mir das Salz zu geben?"",""editOps"":[{""LTID"":"""",""beg"":7,""kind"":""REP"",""alt"":""Sie"",""text"":""sie""}]}"
202,Würden sie mir das Salz geben?,Würden Sie mir das Salz geben?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Würden <b title='sie'>Sie<\/b> mir das Salz geben?"",""model"":""UNK"",""editXml"":""Würden <REP TOK='Sie'>sie<\/REP> mir das Salz geben?"",""corrected"":""Würden Sie mir das Salz geben?"",""editOps"":[{""LTID"":"""",""beg"":7,""kind"":""REP"",""alt"":""Sie"",""text"":""sie""}]}"
203,Salz braucht man um Essen zu würzen.,"Salz braucht man, um Essen zu würzen.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Essen<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""<u title='So || Salz'>Salz<\/u> braucht man<b>,<\/b> um Essen zu würzen."",""model"":""UNK"",""editXml"":""<DBT TOK='So || Salz'>Salz<\/DBT> braucht man<INS TOK=','\/> um Essen zu würzen."",""corrected"":""Salz braucht man, um Essen zu würzen."",""editOps"":[{""LTID"":"""",""beg"":0,""kind"":""DBT"",""alt"":""So || Salz"",""text"":""Salz""}]}"
